Full Text,Author,Creation Time,Hashtags,text,is_road_closure
Big shoutout to all the losangelesfiredepartment firefighters for all the hard work they are doing to try and get these fires contained. #woolseyfire #westhills @… https://www.instagram.com/p/BqJn0GnH1X9/?utm_source=ig_twitter_share&igshid=1oqbtl8ya3wt4 …,rhensleyphoto,Wed Nov 14 06:15:56 +0000 2018,#woolseyfire #westhills,big shoutout to all the losangelesfiredepartment firefighter for all the hard work they are doing to try and get these fire contained #woolseyfire #westhills http www instagram com p bqjn0gnh1x9 utm source ig twitter share igshid 1oqbtl8ya3wt4,0
Big shoutout to all the losangelesfiredepartment firefighters for all the hard work they are doing to try and get these fires contained. #woolseyfire #westhills @… https://www.instagram.com/p/BqJntfvnLbR/?utm_source=ig_twitter_share&igshid=1w9tix3drmju2 …,rhensleyphoto,Wed Nov 14 06:15:03 +0000 2018,#woolseyfire #westhills,big shoutout to all the losangelesfiredepartment firefighter for all the hard work they are doing to try and get these fire contained #woolseyfire #westhills http www instagram com p bqjntfvnlbr utm source ig twitter share igshid 1w9tix3drmju2,0
Sending positive vibes to everyone in CA suffering from these fires. This photo was taken a few months ago in Venice when the air smelled of salt instead of smoke. . . for clear… https://www.instagram.com/p/BqJm5tkHdU1/?utm_source=ig_twitter_share&igshid=13py1afa92a6p …,brian_gagliardi,Wed Nov 14 06:08:00 +0000 2018,,sending positive vibe to everyone in ca suffering from these fire this photo wa taken a few month ago in venice when the air smelled of salt instead of smoke for clear http www instagram com p bqjm5tkhdu1 utm source ig twitter share igshid 13py1afa92a6p,0
"The streets they scream, with desire The air is thick with dreams on fire... . . . #greyhair #deathstare #badside #curls #angelofthecity #Cobra r.tepper #roberttepper #actress #acting… https://www.instagram.com/p/BqJk-_CFh30/?utm_source=ig_twitter_share&igshid=51eg4m3hbjwr …",AprilShowers__,Wed Nov 14 05:51:13 +0000 2018,#greyhair #deathstare #badside #curls #angelofthecity #Cobra #roberttepper #actress #acting,the street they scream with desire the air is thick with dream on fire #greyhair #deathstare #badside #curls #angelofthecity #cobra r tepper #roberttepper #actress #acting http www instagram com p bqjk cfh30 utm source ig twitter share igshid 51eg4m3hbjwr,0
"Heart breaking pics of Malibu on fire! So very sad to experience this o pray for everyone involved and R.I.P to those who lost their lives! @Malibu, California https://www.instagram.com/p/BqJk0MlAdJ9rlG0R0j-yGqYpUqSZxNdsS9qpFw0/?utm_source=ig_twitter_share&igshid=1m7rcjbog5azx …",karlos30469,Wed Nov 14 05:50:08 +0000 2018,,heart breaking pic of malibu on fire so very sad to experience this o pray for everyone involved and r i p to those who lost their life california http www instagram com p bqjk0mladj9rlg0r0j ygqypuqszxndss9qpfw0 utm source ig twitter share igshid 1m7rcjbog5azx,0
The view from our street earlier today (11/13/18). We have been so close to so many of these fires yet haven’t had to evacuate. I don’t even know what the name of this fire is but I think… https://www.instagram.com/p/BqJeYE8gHxs/?utm_source=ig_twitter_share&igshid=1h2wzzhco8wdk …,hazeleyedvegan,Wed Nov 14 04:53:29 +0000 2018,,the view from our street earlier today 11 13 18 we have been so close to so many of these fire yet haven t had to evacuate i don t even know what the name of this fire is but i think http www instagram com p bqjeye8ghxs utm source ig twitter share igshid 1h2wzzhco8wdk,0
These beauties raised $140 tonight!! Surpassed my goal of $100 !! Thank you all for coming and showing your support this means so much. I can’t wait to give it to the fire station!… https://www.instagram.com/p/BqJdna4h7wf/?utm_source=ig_twitter_share&igshid=1aevyw4m9gsze …,annysloppy,Wed Nov 14 04:46:53 +0000 2018,,these beauty raised 140 tonight surpassed my goal of 100 thank you all for coming and showing your support this mean so much i can t wait to give it to the fire station http www instagram com p bqjdna4h7wf utm source ig twitter share igshid 1aevyw4m9gsze,0
Prayers for Cali and everyone affected by these horrible fires I’m safe over on the East side of L.A - but there is so much devastation in this city I love. Took this photo on Sunday… https://www.instagram.com/p/BqJczsyFFm5/?utm_source=ig_twitter_share&igshid=190jdsasdz00c …,RachelYarmosh,Wed Nov 14 04:39:47 +0000 2018,,prayer for cali and everyone affected by these horrible fire i m safe over on the east side of l a but there is so much devastation in this city i love took this photo on sunday http www instagram com p bqjczsyffm5 utm source ig twitter share igshid 190jdsasdz00c,0
This is so rad I was just thinking this bc I am feeling so many feelings about the impact of the fires and I’m not even personally affected other than I know a lot of people who are… https://www.instagram.com/p/BqJcnraHEg7/?utm_source=ig_twitter_share&igshid=1jqp8gpzyi1on …,karynneboese,Wed Nov 14 04:38:09 +0000 2018,,this is so rad i wa just thinking this bc i am feeling so many feeling about the impact of the fire and i m not even personally affected other than i know a lot of people who are http www instagram com p bqjcnraheg7 utm source ig twitter share igshid 1jqp8gpzyi1on,0
"In L.A. shooting a video project with the amazingly talented Jason Ho ( @dreamnineteen ) We’re in @marinadelrey and can see the smoke from the fires over #malibu Praying for strength,… https://www.instagram.com/p/BqJbLLynzMM/?utm_source=ig_twitter_share&igshid=1gj8780v2s7su …",Joe_Beckman,Wed Nov 14 04:25:33 +0000 2018,#malibu,in l a shooting a video project with the amazingly talented jason ho we re in and can see the smoke from the fire over #malibu praying for strength http www instagram com p bqjbllynzmm utm source ig twitter share igshid 1gj8780v2s7su,0
"Great week in LA despite the fires. One of the highlights... organizing @RobertsEmma closet. Because honestly, she’s maybe my favorite person ever, apologies to other favorite people … https://www.instagram.com/p/BqJYm9LlCK2/?utm_source=ig_twitter_share&igshid=mx367pf3ow5p …",cleashearer,Wed Nov 14 04:04:05 +0000 2018,,great week in la despite the fire one of the highlight organizing closet because honestly she s maybe my favorite person ever apology to other favorite people http www instagram com p bqjym9llck2 utm source ig twitter share igshid mx367pf3ow5p,0
"!!sigalert!! car fire has the two right lanes shutdown in #Burbank on I-5 NB before Buena Vista St, stopped traffic back to Colorado St",TotalTrafficLA,Wed Nov 14 03:54:13 +0000 2018,#Burbank,sigalert car fire ha the two right lane shutdown in #burbank on i 5 nb before buena vista st stopped traffic back to colorado st,1
"A tree fire has the left lane blocked. in #ShermanOaks on US-101 SB at I-405, stopped traffic back to Haskell Ave, delay of 3 mins",TotalTrafficLA,Wed Nov 14 03:49:31 +0000 2018,#ShermanOaks,a tree fire ha the left lane blocked in #shermanoaks on u 101 sb at i 405 stopped traffic back to haskell ave delay of 3 min,1
A car fire is on the trans to the 405 south. in #ShermanOaks on US-101 NB at I-405 #LAtraffic http://bit.ly/10F395r,TotalTrafficLA,Wed Nov 14 03:48:28 +0000 2018,#ShermanOaks #LAtraffic,a car fire is on the trans to the 405 south in #shermanoaks on u 101 nb at i 405 #latraffic http bit ly 10f395r,0
"Though it’s not a full moon tonight, relevant in beauty • Woke up in the middle of the night, and my first thought was of the firefighters that were still up trying to stop the fires and… https://www.instagram.com/p/BqJW0uEnQnL/?utm_source=ig_twitter_share&igshid=1sz0urd21smwv …",hautebody,Wed Nov 14 03:47:30 +0000 2018,,though it s not a full moon tonight relevant in beauty woke up in the middle of the night and my first thought wa of the firefighter that were still up trying to stop the fire and http www instagram com p bqjw0uenqnl utm source ig twitter share igshid 1sz0urd21smwv,0
"!!sigalert!! car fire has the two right lanes shutdown in #Burbank on I-5 NB before Buena Vista St, stopped traffic back to Los Feliz Blvd",TotalTrafficLA,Wed Nov 14 03:34:29 +0000 2018,#Burbank,sigalert car fire ha the two right lane shutdown in #burbank on i 5 nb before buena vista st stopped traffic back to los feliz blvd,1
A car fire is blocking the trans to the 405 south. in #ShermanOaks on US-101 NB at I-405 #LAtraffic http://bit.ly/10F395r,TotalTrafficLA,Wed Nov 14 03:27:44 +0000 2018,#ShermanOaks #LAtraffic,a car fire is blocking the trans to the 405 south in #shermanoaks on u 101 nb at i 405 #latraffic http bit ly 10f395r,0
"!!sigalert!! car fire has the three right lanes shutdown in #Burbank on I-5 NB before Buena Vista St, stopped traffic back to Glendale Blvd",TotalTrafficLA,Wed Nov 14 02:50:55 +0000 2018,#Burbank,sigalert car fire ha the three right lane shutdown in #burbank on i 5 nb before buena vista st stopped traffic back to glendale blvd,1
"!!sigalert!! car fire has the three right lanes shutdown in #Burbank on I-5 NB before Buena Vista St, stopped tr... http://bit.ly/10F395r",TotalTrafficLA,Wed Nov 14 02:41:27 +0000 2018,#Burbank,sigalert car fire ha the three right lane shutdown in #burbank on i 5 nb before buena vista st stopped tr http bit ly 10f395r,1
"Prepared for the fires #california #losangeles #hikes #frymancanyon @Studio City, California https://www.instagram.com/p/BqJOxYon20S/?utm_source=ig_twitter_share&igshid=1fyv886yhnqoq …",roffmanmagician,Wed Nov 14 02:37:07 +0000 2018,#california #losangeles #hikes #frymancanyon,prepared for the fire #california #losangeles #hikes #frymancanyon city california http www instagram com p bqjoxyon20s utm source ig twitter share igshid 1fyv886yhnqoq,0
"A view of the fire from the Venice skatepark. Oct 10th #fire#skatepark #malibu @Venice, California https://www.instagram.com/p/BqJGd7wHfZo/?utm_source=ig_twitter_share&igshid=1qdwgmtvmugb4 …",othervenicefilm,Wed Nov 14 02:30:14 +0000 2018,#fire #skatepark #malibu,a view of the fire from the venice skatepark oct 10th #fire#skatepark #malibu california http www instagram com p bqjgd7whfzo utm source ig twitter share igshid 1qdwgmtvmugb4,0
"Reported on the #WoolseyFire from Calabasas and Malibu today. I interviewed officials and those affected by the fires, including one man who returned to find his home destroyed. I also… https://www.instagram.com/p/BqJN6G7FiVO/?utm_source=ig_twitter_share&igshid=p2p9o4uqrj9p …",LivNews,Wed Nov 14 02:29:50 +0000 2018,#WoolseyFire,reported on the #woolseyfire from calabasas and malibu today i interviewed official and those affected by the fire including one man who returned to find his home destroyed i also http www instagram com p bqjn6g7fivo utm source ig twitter share igshid p2p9o4uqrj9p,0
"Car fire blocking the right lane in #Burbank on I-5 NB before Buena Vista St, stopped traffic back to 134 Ventura Fwy, delay of 35 mins",TotalTrafficLA,Wed Nov 14 02:27:39 +0000 2018,#Burbank,car fire blocking the right lane in #burbank on i 5 nb before buena vista st stopped traffic back to 134 ventura fwy delay of 35 min,0
"Car fire blocking the right lane in #Burbank on I-5 NB before Buena Vista St, stopped traffic back to Western Ave, delay of 26 mins",TotalTrafficLA,Wed Nov 14 02:21:19 +0000 2018,#Burbank,car fire blocking the right lane in #burbank on i 5 nb before buena vista st stopped traffic back to western ave delay of 26 min,0
"#ENTÉRATE Incendio en la autopista 5, una camioneta en llamas. #freeway5 #fire #explosion #burbank #losangeles #california @Liberman Broadcasting Inc. https://www.instagram.com/p/BqJMhiFBNN3/?utm_source=ig_twitter_share&igshid=181i90xmzm2e2 …",abelalvarezcu,Wed Nov 14 02:18:39 +0000 2018,#ENTÉRATE #freeway5 #fire #explosion #burbank #losangeles #california,#ent rate incendio en la autopista 5 una camioneta en llama #freeway5 #fire #explosion #burbank #losangeles #california broadcasting inc http www instagram com p bqjmhifbnn3 utm source ig twitter share igshid 181i90xmzm2e2,0
I am learning how #Redox Signaling Molecules are helping these adorable fur babies. If your fur baby has been breathing the toxic air from the LA fires consider redox. You can also spray… https://www.instagram.com/p/BqJMdP1HOCn/?utm_source=ig_twitter_share&igshid=67431j05dqxv …,LiveLIghtCo,Wed Nov 14 02:16:56 +0000 2018,#Redox,i am learning how #redox signaling molecule are helping these adorable fur baby if your fur baby ha been breathing the toxic air from the la fire consider redox you can also spray http www instagram com p bqjmdp1hocn utm source ig twitter share igshid 67431j05dqxv,0
"Car fire blocking the right lane in #Burbank on I-5 NB before Buena Vista St, stopped traffic back to Alameda Ave, delay of 22 mins",TotalTrafficLA,Wed Nov 14 02:16:31 +0000 2018,#Burbank,car fire blocking the right lane in #burbank on i 5 nb before buena vista st stopped traffic back to alameda ave delay of 22 min,0
Ezequiel 8:13- Y peores cosas vendrán. #californiafires #California #fire #sad #heat #firefighter #chp #losangeles #sandiego #fotografia #pray #home #love #wildfire #triste #tbt… https://www.instagram.com/p/BqJKPAXn4hv/?utm_source=ig_twitter_share&igshid=1644ui0e8mbcd …,vargas6105,Wed Nov 14 01:57:33 +0000 2018,#californiafires #California #fire #sad #heat #firefighter #chp #losangeles #sandiego #fotografia #pray #home #love #wildfire #triste #tbt,ezequiel 8 13 y peores cosas vendr n #californiafires #california #fire #sad #heat #firefighter #chp #losangeles #sandiego #fotografia #pray #home #love #wildfire #triste #tbt http www instagram com p bqjkpaxn4hv utm source ig twitter share igshid 1644ui0e8mbcd,0
I wrote this song for all the families effected by the multiple California fires. In Hopes to remind us that when something like this happens and all that you have is burning to the… https://www.instagram.com/p/BqJI_s7BsnY/?utm_source=ig_twitter_share&igshid=189irkj2sl9p6 …,Krizz775,Wed Nov 14 01:55:17 +0000 2018,,i wrote this song for all the family effected by the multiple california fire in hope to remind u that when something like this happens and all that you have is burning to the http www instagram com p bqji s7bsny utm source ig twitter share igshid 189irkj2sl9p6,0
Hace unos minutos en @noticias62tv #5pm junto a @Alberto39310081 desde uno de los incendios en #california #woolseyfire #campfire #venturacounty #losangeles #losangelescounty #fire @… https://www.instagram.com/p/BqJJOfohklB/?utm_source=ig_twitter_share&igshid=9hz0k278dq35 …,abelalvarezcu,Wed Nov 14 01:48:41 +0000 2018,#5pm #california #woolseyfire #campfire #venturacounty #losangeles #losangelescounty #fire,hace unos minutos en #5pm junto a desde uno de los incendios en #california #woolseyfire #campfire #venturacounty #losangeles #losangelescounty #fire http www instagram com p bqjjofohklb utm source ig twitter share igshid 9hz0k278dq35,0
"“Fire Takes No Holiday, but Eventually All Fire’s Go Out.” - Unknown .............. The Smoke in the Valley is Unbelievable!!! Even going up is Hard to Breath, Now the People that Live… https://www.instagram.com/p/BqJGLasgXne/?utm_source=ig_twitter_share&igshid=yy3pxtzhsehc …",CHR1ZT0,Wed Nov 14 01:22:02 +0000 2018,,fire take no holiday but eventually all fire s go out unknown the smoke in the valley is unbelievable even going up is hard to breath now the people that live http www instagram com p bqjglasgxne utm source ig twitter share igshid yy3pxtzhsehc,0
"plz. Been a heart wrenching week or so in my beloved state of california . The shootings, the fires, it all sucks. Plz consider donating to malibufoundation… https://www.instagram.com/p/BqJGABGn3NsE9XhFL61mw3yng1OpmAgq6S8zSs0/?utm_source=ig_twitter_share&igshid=6lan7kr0qqvg …",cnhedrick,Wed Nov 14 01:20:31 +0000 2018,,plz been a heart wrenching week or so in my beloved state of california the shooting the fire it all suck plz consider donating to malibufoundation http www instagram com p bqjgabgn3nse9xhfl61mw3yng1opmagq6s8zss0 utm source ig twitter share igshid 6lan7kr0qqvg,0
The fires in Malibu destroyed a very special place: the Wellness Center/Home of my friend Rob Huizenga MD aka Dr H. I was privileged to work there as a trainer for 6 years and met… https://www.instagram.com/p/BqJFmG4nPtS/?utm_source=ig_twitter_share&igshid=17s37rjerx1tz …,PeteKoch,Wed Nov 14 01:17:04 +0000 2018,,the fire in malibu destroyed a very special place the wellness center home of my friend rob huizenga md aka dr h i wa privileged to work there a a trainer for 6 year and met http www instagram com p bqjfmg4npts utm source ig twitter share igshid 17s37rjerx1tz,0
"Looking for a way to help the animals who have been displaced and rescued from the fires.... Check out the flyer, contact your local animal shelters, or just drop stuff off with me and… https://www.instagram.com/p/BqJFDV8Hi7t/?utm_source=ig_twitter_share&igshid=1o6zde7zsjja8 …",TheWritingKat,Wed Nov 14 01:13:39 +0000 2018,,looking for a way to help the animal who have been displaced and rescued from the fire check out the flyer contact your local animal shelter or just drop stuff off with me and http www instagram com p bqjfdv8hi7t utm source ig twitter share igshid 1o6zde7zsjja8,0
"This Friday night, all @RipleyImprov proceeds go to the @redcross, to support those hurt by the California fires. Come out for #DYSTOPIA with @puck90, at 10:30 pm! . . . #ripleyimprov… https://www.instagram.com/p/BqJE9zHnmP6/?utm_source=ig_twitter_share&igshid=10x6t9u0jqhez …",SMountjoyPepka,Wed Nov 14 01:11:29 +0000 2018,#DYSTOPIA #ripleyimprov,this friday night all proceeds go to the to support those hurt by the california fire come out for #dystopia with at 10 30 pm #ripleyimprov http www instagram com p bqje9zhnmp6 utm source ig twitter share igshid 10x6t9u0jqhez,0
LA Woman - Wishing there was snow but all I'm getting is fire. #losangeles #art #drawing #illustration #portrait #tacos #fall #digitalart #fire @Dreamworks Animation https://www.instagram.com/p/BqJE3WjBL-e/?utm_source=ig_twitter_share&igshid=1lzqa79hou83c …,cocobean41,Wed Nov 14 01:10:36 +0000 2018,#losangeles #art #drawing #illustration #portrait #tacos #fall #digitalart #fire,la woman wishing there wa snow but all i m getting is fire #losangeles #art #drawing #illustration #portrait #tacos #fall #digitalart #fire animation http www instagram com p bqje3wjbl e utm source ig twitter share igshid 1lzqa79hou83c,0
A while ago I took this video of a real dumpster fire on my street. I figured it was a good representation of my actual life at this moment so here you go Instagram. #dumpsterfire @Los… https://www.instagram.com/p/BqJByk_nYVz/?utm_source=ig_twitter_share&igshid=idcfk3uke19h …,dirtytucson,Wed Nov 14 00:45:15 +0000 2018,#dumpsterfire,a while ago i took this video of a real dumpster fire on my street i figured it wa a good representation of my actual life at this moment so here you go instagram #dumpsterfire http www instagram com p bqjbyk nyvz utm source ig twitter share igshid idcfk3uke19h,0
"Drone shot of Malibu home lost to fire just gutted. I fought the first wave but had to flee for my life. We go on @Malibu, California https://www.instagram.com/p/BqJB5JAnkKd/?utm_source=ig_twitter_share&igshid=loxzoltotbbq …",FrankieRayActor,Wed Nov 14 00:44:39 +0000 2018,,drone shot of malibu home lost to fire just gutted i fought the first wave but had to flee for my life we go on california http www instagram com p bqjb5jankkd utm source ig twitter share igshid loxzoltotbbq,0
“Do I use my mother’s cold or my fathers fire “ . Cosplayer Todoroki- harumishiri You were so ready with each pose . It was awesome Event- comicconla Set 2/3… https://www.instagram.com/photony__/p/BqJAcPfD9SW/?utm_source=ig_twitter_share&igshid=iudfp7kv0qdx …,Tonyphoto_24,Wed Nov 14 00:31:55 +0000 2018,,do i use my mother s cold or my father fire cosplayer todoroki harumishiri you were so ready with each pose it wa awesome event comicconla set 2 3 http www instagram com photony p bqjacpfd9sw utm source ig twitter share igshid iudfp7kv0qdx,0
Happy #internationalkindnessday it doesn’t take much to give someone a smile and say hi and if someone is going through something like wondering if their home is safe in the recent fires… https://www.instagram.com/p/BqJATk6BzDM/?utm_source=ig_twitter_share&igshid=1nu4coobsybxp …,wendywilkinsoz,Wed Nov 14 00:30:45 +0000 2018,#internationalkindnessday,happy #internationalkindnessday it doesn t take much to give someone a smile and say hi and if someone is going through something like wondering if their home is safe in the recent fire http www instagram com p bqjatk6bzdm utm source ig twitter share igshid 1nu4coobsybxp,0
Nice! Almost borderline evergreen but citrus! Dangerously drinkable! - Drinking a Fire Guild by @ModernTimesBeer at @moderntimesdtla —http://untp.beer/s/c675547777,Duckfisney,Wed Nov 14 00:13:10 +0000 2018,,nice almost borderline evergreen but citrus dangerously drinkable drinking a fire guild by at http untp beer s c675547777,0
"THE FIRE . Listen, I’ve light in my eyes and on my skin the warmth of a star, so strange is this that I can barely comprehend it: I think I’ll lift my face to it, and then I lift my… https://www.instagram.com/p/BqI9iS3lC4h/?utm_source=ig_twitter_share&igshid=k2l8opbbxvb …",nicoledawnyoga,Wed Nov 14 00:06:32 +0000 2018,,the fire listen i ve light in my eye and on my skin the warmth of a star so strange is this that i can barely comprehend it i think i ll lift my face to it and then i lift my http www instagram com p bqi9is3lc4h utm source ig twitter share igshid k2l8opbbxvb,0
"Repost from @hartluck using repostregramapp - It’s unfortunate that some people take advantage of others in a crisis. While the malibu fires have been burning, some locals have been… https://www.instagram.com/p/BqI7pygh0yZ/?utm_source=ig_twitter_share&igshid=piwqmhhej5xu …",DavidaPress,Tue Nov 13 23:50:08 +0000 2018,,repost from using repostregramapp it s unfortunate that some people take advantage of others in a crisis while the malibu fire have been burning some local have been http www instagram com p bqi7pygh0yz utm source ig twitter share igshid piwqmhhej5xu,0
"How do you lift your spirits and clear your lungs from Cali fire smoke? Hang with my sister in Santa Clarita! Always so much fun, lifts my spirits and makes me laugh so hard! Thank you… https://www.instagram.com/p/BqI7iuSgOzb/?utm_source=ig_twitter_share&igshid=jnjhzs3lpp52 …",mckenziewestmor,Tue Nov 13 23:49:06 +0000 2018,,how do you lift your spirit and clear your lung from cali fire smoke hang with my sister in santa clarita always so much fun lift my spirit and make me laugh so hard thank you http www instagram com p bqi7iusgozb utm source ig twitter share igshid jnjhzs3lpp52,0
Happy autumn y’all. Even though it still feels like summer here. Stay safe during these crazy fires! #photo by @NeverlandProLLC | #throwback #selfie #sony #canon #photography #model… https://www.instagram.com/p/BqI6SQBButY/?utm_source=ig_twitter_share&igshid=qbmwjkhy0cwm …,nadiainneverlnd,Tue Nov 13 23:38:10 +0000 2018,#photo #throwback #selfie #sony #canon #photography #model,happy autumn y all even though it still feel like summer here stay safe during these crazy fire #photo by #throwback #selfie #sony #canon #photography #model http www instagram com p bqi6sqbbuty utm source ig twitter share igshid qbmwjkhy0cwm,0
***LINK IN PROFILE*** proud of my buddy @podunksurfer who has put together an awesome support mission delivering supplies via boat to those effected by the fires in Malibu. (PCH is… https://www.instagram.com/p/BqI4BPFH7pC/?utm_source=ig_twitter_share&igshid=15xln7od4yusa …,RyanHaake,Tue Nov 13 23:18:21 +0000 2018,,link in profile proud of my buddy who ha put together an awesome support mission delivering supply via boat to those effected by the fire in malibu pch is http www instagram com p bqi4bpfh7pc utm source ig twitter share igshid 15xln7od4yusa,0
Made my night to see Pasadena Fire come through the opening night of @getcrackshacked Pasadena! These people do real hard work everyday and especially in these tough times for… https://www.instagram.com/p/BqI0aUvBOZR/?utm_source=ig_twitter_share&igshid=1avl18q7il6yk …,RichardBlais,Tue Nov 13 22:46:49 +0000 2018,,made my night to see pasadena fire come through the opening night of pasadena these people do real hard work everyday and especially in these tough time for http www instagram com p bqi0auvbozr utm source ig twitter share igshid 1avl18q7il6yk,0
"Runyon Canyon today. Nice fire haze. The friendly folks of pathwater gave me a free water. #dogsofinstagram #runyoncanyon #losangeles @Los Angeles, California https://www.instagram.com/p/BqI0RlcgEh_/?utm_source=ig_twitter_share&igshid=wos0q07fcvxy …",Maliceownsyou,Tue Nov 13 22:45:35 +0000 2018,#dogsofinstagram #runyoncanyon #losangeles,runyon canyon today nice fire haze the friendly folk of pathwater gave me a free water #dogsofinstagram #runyoncanyon #losangeles angeles california http www instagram com p bqi0rlcgeh utm source ig twitter share igshid wos0q07fcvxy,0
"Big shout-out to Sports Academy HQ for hosting free Complimentary Kids Camp from 11/12 to 11/16. It is appreciated by all the parents affected by school closures due to the fires, I'm… https://www.instagram.com/p/BqIx7P-BIT4/?utm_source=ig_twitter_share&igshid=1qongw2xasv2b …",FijianYoda,Tue Nov 13 22:25:08 +0000 2018,,big shout out to sport academy hq for hosting free complimentary kid camp from 11 12 to 11 16 it is appreciated by all the parent affected by school closure due to the fire i m http www instagram com p bqix7p bit4 utm source ig twitter share igshid 1qongw2xasv2b,0
On Sale for the Holidays! Use Code Thanks at Check Out for 50% Off!. $5 from each bag will go to fire relief efforts here in California. It has been a challenging week & we thank you for… https://www.instagram.com/p/BqIxLt1B8N8/?utm_source=ig_twitter_share&igshid=26l8wmnd7tdb …,nyovee,Tue Nov 13 22:18:36 +0000 2018,,on sale for the holiday use code thanks at check out for 50 off 5 from each bag will go to fire relief effort here in california it ha been a challenging week we thank you for http www instagram com p bqixlt1b8n8 utm source ig twitter share igshid 26l8wmnd7tdb,0
"Contact me and/or anyone on the Malibu Life Team, if we can help you in any way... #malibu #home #fire #woolseyfire #rebuild #life #heal #recovery #temporary #housing #insurance… https://www.instagram.com/p/BqIwTpIAdF-/?utm_source=ig_twitter_share&igshid=etuyut6qp6w2 …",MalibuBeautiful,Tue Nov 13 22:10:58 +0000 2018,#malibu #home #fire #woolseyfire #rebuild #life #heal #recovery #temporary #housing #insurance,contact me and or anyone on the malibu life team if we can help you in any way #malibu #home #fire #woolseyfire #rebuild #life #heal #recovery #temporary #housing #insurance http www instagram com p bqiwtpiadf utm source ig twitter share igshid etuyut6qp6w2,0
Day of vunteering for the recent fires @American Red Cross Los Angeles Region https://www.instagram.com/p/BqIvKY-FaFR/?utm_source=ig_twitter_share&igshid=1t1ztnzeo39w1 …,DEIDREJERICHO1,Tue Nov 13 22:02:25 +0000 2018,,day of vunteering for the recent fire red cross los angeles region http www instagram com p bqivky fafr utm source ig twitter share igshid 1t1ztnzeo39w1,0
The smoke from the #woolseyfire isn't as bad as it was six days ago. At least the smoke is blowing out to sea and not into the Westside. The fire is 96k acres and 35% contained but that… https://www.instagram.com/p/BqIunETACbH/?utm_source=ig_twitter_share&igshid=6s0slbwrr9t9 …,S_BixlerPhoto,Tue Nov 13 21:56:08 +0000 2018,#woolseyfire,the smoke from the #woolseyfire isn t a bad a it wa six day ago at least the smoke is blowing out to sea and not into the westside the fire is 96k acre and 35 contained but that http www instagram com p bqiunetacbh utm source ig twitter share igshid 6s0slbwrr9t9,0
"Last week was a very trying week for our community, the tragedy that took place borderlinebar to the devastating fires that took people’s homes right down the street from me. To see how… https://www.instagram.com/p/BqIsbY1A57a/?utm_source=ig_twitter_share&igshid=16dmz13kyam19 …",theabbeyscott,Tue Nov 13 21:37:57 +0000 2018,,last week wa a very trying week for our community the tragedy that took place borderlinebar to the devastating fire that took people s home right down the street from me to see how http www instagram com p bqisby1a57a utm source ig twitter share igshid 16dmz13kyam19,0
44 people have died making the #CampFire the deadliest in #California's history. 200+ people are still missing. The Camp Fire is only 30% contained. There are 15+ additional fires… https://www.instagram.com/p/BqIqI_wlBPO/?utm_source=ig_twitter_share&igshid=2bz3u7rhkgx7 …,PunkRockBowling,Tue Nov 13 21:25:10 +0000 2018,#CampFire #California,44 people have died making the #campfire the deadliest in #california s history 200 people are still missing the camp fire is only 30 contained there are 15 additional fire http www instagram com p bqiqi wlbpo utm source ig twitter share igshid 2bz3u7rhkgx7,0
"I love my state. Please pray for all who are effected by the fires. Hanging out in Venice. #venicecalifornia #calilife #california #firefightersrock #lovefirefighters @Venice, California https://www.instagram.com/p/BqIq0zSn2_y/?utm_source=ig_twitter_share&igshid=pkedhaa7zr9z …",kajandthestory,Tue Nov 13 21:23:02 +0000 2018,#venicecalifornia #calilife #california #firefightersrock #lovefirefighters,i love my state please pray for all who are effected by the fire hanging out in venice #venicecalifornia #calilife #california #firefightersrock #lovefirefighters california http www instagram com p bqiq0zsn2 y utm source ig twitter share igshid pkedhaa7zr9z,0
"With some of the voting chaos, political nonsense, record-breaking / heart-breaking fires, etc, it’s certainly been an exceptionally #wild week. Hope you stay #safe and #well. Come by for… https://www.instagram.com/p/BqIqorznGUL/?utm_source=ig_twitter_share&igshid=q0b2lbhh0by4 …",FaithIdemundia,Tue Nov 13 21:21:25 +0000 2018,#wild #safe #well,with some of the voting chaos political nonsense record breaking heart breaking fire etc it s certainly been an exceptionally #wild week hope you stay #safe and #well come by for http www instagram com p bqiqorzngul utm source ig twitter share igshid q0b2lbhh0by4,0
I wrote this song for all the families effected by the multiple California fires. In Hopes to remind us that when something like this happens and all that you have is burning to the… https://www.instagram.com/p/BqIphieh7GO/?utm_source=ig_twitter_share&igshid=1jbxbmp19cnhz …,Krizz775,Tue Nov 13 21:11:43 +0000 2018,,i wrote this song for all the family effected by the multiple california fire in hope to remind u that when something like this happens and all that you have is burning to the http www instagram com p bqiphieh7go utm source ig twitter share igshid 1jbxbmp19cnhz,0
Dos #flamencas en un #camerino Thank you #LosAngeles!!! On my way back to #NewYork! Sending love & strength to the people affected by the fires in #LA #iloveLA #flamenco… https://www.instagram.com/p/BqIo-P2ANgp/?utm_source=ig_twitter_share&igshid=aquye7sl4jaj …,leilahflamenco,Tue Nov 13 21:08:04 +0000 2018,#flamencas #camerino #LosAngeles #NewYork #LA #iloveLA #flamenco,do #flamencas en un #camerino thank you #losangeles on my way back to #newyork sending love strength to the people affected by the fire in #la #ilovela #flamenco http www instagram com p bqio p2angp utm source ig twitter share igshid aquye7sl4jaj,0
